date,week,meal,product,M,P,F,C,FBR,SGR,K,Pg,Fg,Cg,FBRg,SGRg,Kcal
15.03.2020,20_12,1,творог 1,0,18,1,"1,3",0,0,86,0,0,0,0,0,0
15.03.2020,20_12,1,Хлебец Виктория,21,"9,41","5,95","68,46",,,337,"1,9761","1,2495","14,3766",0,0,"70,77"
15.03.2020,20_12,1,Яйцо белок,320,"11,1",0,1,0,0,46,"35,52",0,"3,2",0,0,"147,2"
15.03.2020,20_12,1,Яйцо желток,30,"16,2","31,2","3,6",0,0,354,"4,86","9,36","1,08",0,0,"106,2"
15.03.2020,20_12,1,морская капуста,100,"0,5","0,5","3,8","1,3","0,6",22,"0,5","0,5","3,8","1,3","0,6",22
15.03.2020,20_12,1,курага,30,"3,4","0,5",63,,,241,"1,02","0,15","18,9",0,0,"72,3"
16.03.2020,20_12,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
16.03.2020,20_12,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
16.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
16.03.2020,20_12,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
16.03.2020,20_12,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
16.03.2020,20_12,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
16.03.2020,20_12,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
16.03.2020,20_12,1,апельсин,240,"0,9","0,1",12,3,9,47,"2,16","0,24","28,8","7,2","21,6","112,8"
16.03.2020,20_12,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
16.03.2020,20_12,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
16.03.2020,20_12,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
16.03.2020,20_12,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
16.03.2020,20_12,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
16.03.2020,20_12,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
17.03.2020,20_12,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
17.03.2020,20_12,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
17.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
17.03.2020,20_12,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
17.03.2020,20_12,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
17.03.2020,20_12,1,грудка,150,31,"3,6",0,0,0,165,"46,5","5,4",0,0,0,"247,5"
17.03.2020,20_12,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
17.03.2020,20_12,1,Яйцо белок,320,"11,1",0,1,0,0,46,"35,52",0,"3,2",0,0,"147,2"
17.03.2020,20_12,1,апельсин,240,"0,9","0,1",12,3,9,47,"2,16","0,24","28,8","7,2","21,6","112,8"
17.03.2020,20_12,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
17.03.2020,20_12,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
17.03.2020,20_12,1,киви,100,"1,1","0,5",15,,,61,"1,1","0,5",15,0,0,61
17.03.2020,20_12,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
18.03.2020,20_12,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
18.03.2020,20_12,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
18.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
18.03.2020,20_12,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
18.03.2020,20_12,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
18.03.2020,20_12,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
18.03.2020,20_12,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
18.03.2020,20_12,1,апельсин,240,"0,9","0,1",12,3,9,47,"2,16","0,24","28,8","7,2","21,6","112,8"
18.03.2020,20_12,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
18.03.2020,20_12,1,миндаль,20,21,49,22,,,576,"4,2","9,8","4,4",0,0,"115,2"
18.03.2020,20_12,1,киви,100,"1,1","0,5",15,,,61,"1,1","0,5",15,0,0,61
18.03.2020,20_12,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
18.03.2020,20_12,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
18.03.2020,20_12,1,Финик,45,"2,5","0,5",72,,,259,"1,125","0,225","32,4",0,0,"116,55"
18.03.2020,20_12,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
18.03.2020,20_12,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
19.03.2020,20_12,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
19.03.2020,20_12,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
19.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
19.03.2020,20_12,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
19.03.2020,20_12,1,булгур вар,600,5,1,25,7,"0,16",122,30,6,150,42,"0,96",732
19.03.2020,20_12,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
19.03.2020,20_12,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
19.03.2020,20_12,1,апельсин,240,"0,9","0,1",12,3,9,47,"2,16","0,24","28,8","7,2","21,6","112,8"
19.03.2020,20_12,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
19.03.2020,20_12,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
19.03.2020,20_12,1,киви,100,"1,1","0,5",15,,,61,"1,1","0,5",15,0,0,61
19.03.2020,20_12,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
20.03.2020,20_12,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
20.03.2020,20_12,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
20.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
20.03.2020,20_12,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
20.03.2020,20_12,1,булгур вар,500,5,1,25,7,"0,16",122,25,5,125,35,"0,8",610
20.03.2020,20_12,1,макароны вар 150/320,100,7,1,32,,,163,7,1,32,0,0,163
20.03.2020,20_12,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
20.03.2020,20_12,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
20.03.2020,20_12,1,апельсин,240,"0,9","0,1",12,3,9,47,"2,16","0,24","28,8","7,2","21,6","112,8"
20.03.2020,20_12,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
20.03.2020,20_12,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
20.03.2020,20_12,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
20.03.2020,20_12,1,сухари,10,"10,3","3,8","80,8",,,391,"1,03","0,38","8,08",0,0,"39,1"
21.03.2020,20_12,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
21.03.2020,20_12,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
21.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
21.03.2020,20_12,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
21.03.2020,20_12,1,макароны вар 150/320,600,7,1,32,,,163,42,6,192,0,0,978
21.03.2020,20_12,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
21.03.2020,20_12,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
21.03.2020,20_12,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
21.03.2020,20_12,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
21.03.2020,20_12,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
21.03.2020,20_12,1,миндаль,10,21,49,22,,,576,"2,1","4,9","2,2",0,0,"57,6"
21.03.2020,20_12,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
21.03.2020,20_12,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
21.03.2020,20_12,1,сухари,30,"10,3","3,8","80,8",,,391,"3,09","1,14","24,24",0,0,"117,3"
22.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
22.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
22.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
22.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
22.03.2020,20_13,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
22.03.2020,20_13,1,Свинина пост,300,"19,4","7,1",0,0,0,160,"58,2","21,3",0,0,0,480
22.03.2020,20_13,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
22.03.2020,20_13,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
22.03.2020,20_13,1,чернослив,45,"2,2","0,4",64,,,240,"0,99","0,18","28,8",0,0,108
22.03.2020,20_13,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
22.03.2020,20_13,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
23.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
23.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
23.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
23.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
23.03.2020,20_13,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
23.03.2020,20_13,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
23.03.2020,20_13,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
23.03.2020,20_13,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
23.03.2020,20_13,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
23.03.2020,20_13,1,чернослив,45,"2,2","0,4",64,,,240,"0,99","0,18","28,8",0,0,108
23.03.2020,20_13,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
23.03.2020,20_13,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
23.03.2020,20_13,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
23.03.2020,20_13,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
23.03.2020,20_13,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
24.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
24.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
24.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
24.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
24.03.2020,20_13,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
24.03.2020,20_13,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
24.03.2020,20_13,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
24.03.2020,20_13,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
24.03.2020,20_13,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
24.03.2020,20_13,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
24.03.2020,20_13,1,масло льняное,12,0,"99,8",0,0,0,898,0,"11,976",0,0,0,"107,76"
24.03.2020,20_13,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
25.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
25.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
25.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
25.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
25.03.2020,20_13,1,макароны вар 150/320,600,7,1,32,,,163,42,6,192,0,0,978
25.03.2020,20_13,1,грудка,250,31,"3,6",0,0,0,165,"77,5",9,0,0,0,"412,5"
25.03.2020,20_13,1,Яйцо белок,80,"11,1",0,1,0,0,46,"8,88",0,"0,8",0,0,"36,8"
25.03.2020,20_13,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
25.03.2020,20_13,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
25.03.2020,20_13,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
25.03.2020,20_13,1,морковь,120,"0,9","0,2",10,"2,8","4,53",41,"1,08","0,24",12,"3,36","5,436","49,2"
25.03.2020,20_13,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
25.03.2020,20_13,1,Президент 76,20,"7,4","47,5","35,5",,,599,"1,48","9,5","7,1",0,0,"119,8"
25.03.2020,20_13,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
25.03.2020,20_13,1,масло льняное,12,0,"99,8",0,0,0,898,0,"11,976",0,0,0,"107,76"
26.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
26.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
26.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
26.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
26.03.2020,20_13,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
26.03.2020,20_13,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
26.03.2020,20_13,1,апельсин,360,"0,9","0,1",12,3,9,47,"3,24","0,36","43,2","10,8","32,4","169,2"
26.03.2020,20_13,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
26.03.2020,20_13,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
26.03.2020,20_13,1,миндаль,40,21,49,22,,,576,"8,4","19,6","8,8",0,0,"230,4"
26.03.2020,20_13,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
27.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
27.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
27.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
27.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
27.03.2020,20_13,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
27.03.2020,20_13,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
27.03.2020,20_13,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
27.03.2020,20_13,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
27.03.2020,20_13,1,гранат,100,"1,7","1,2",19,2,"8,74",83,"1,7","1,2",19,2,"8,74",83
27.03.2020,20_13,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
27.03.2020,20_13,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
27.03.2020,20_13,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
27.03.2020,20_13,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
27.03.2020,20_13,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
27.03.2020,20_13,1,масло льняное,12,0,"99,8",0,0,0,898,0,"11,976",0,0,0,"107,76"
28.03.2020,20_13,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
28.03.2020,20_13,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
28.03.2020,20_13,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
28.03.2020,20_13,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
28.03.2020,20_13,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
28.03.2020,20_13,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
28.03.2020,20_13,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
28.03.2020,20_13,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
28.03.2020,20_13,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
28.03.2020,20_13,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
28.03.2020,20_13,1,витьба вафля шок,35,5,31,59,,,530,"1,75","10,85","20,65",0,0,"185,5"
28.03.2020,20_13,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
29.03.2020,20_14,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
29.03.2020,20_14,1,Президент 85,15,"10,3",52,24,13,2,607,"1,545","7,8","3,6","1,95","0,3","91,05"
29.03.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
29.03.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
29.03.2020,20_14,1,гречка вар,230,4,1,20,"2,938090241",0,100,"9,2","2,3",46,"6,757607555",0,230
29.03.2020,20_14,1,тунец конс,180,22,"0,7",0,0,0,96,"39,6","1,26",0,0,0,"172,8"
29.03.2020,20_14,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
29.03.2020,20_14,1,апельсин,400,"0,9","0,1",12,3,9,47,"3,6","0,4",48,12,36,188
29.03.2020,20_14,1,Яблоко,160,"0,3","0,2",14,2,"8,74",52,"0,48","0,32","22,4","3,2","13,984","83,2"
29.03.2020,20_14,1,макароны вар 150/320,360,7,1,32,,,163,"25,2","3,6","115,2",0,0,"586,8"
29.03.2020,20_14,1,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
29.03.2020,20_14,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
29.03.2020,20_14,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
29.03.2020,20_14,1,мед,30,"0,5","0,2",80,0,80,330,"0,15","0,06",24,0,24,99
29.03.2020,20_14,1,сухари,10,"10,3","3,8","80,8",,,391,"1,03","0,38","8,08",0,0,"39,1"
30.03.2020,20_14,1,Овсянка,85,13,6,63,9,0,360,"11,05","5,1","53,55","7,65",0,306
30.03.2020,20_14,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
30.03.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
30.03.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
30.03.2020,20_14,1,булгур вар,600,5,1,25,7,"0,16",122,30,6,150,42,"0,96",732
30.03.2020,20_14,1,Свинина пост,200,"19,4","7,1",0,0,0,160,"38,8","14,2",0,0,0,320
30.03.2020,20_14,1,грудка,140,31,"3,6",0,0,0,165,"43,4","5,04",0,0,0,231
30.03.2020,20_14,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
30.03.2020,20_14,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
30.03.2020,20_14,1,апельсин,300,"0,9","0,1",12,3,9,47,"2,7","0,3",36,9,27,141
30.03.2020,20_14,1,чернослив,35,"2,2","0,4",64,,,240,"0,77","0,14","22,4",0,0,84
30.03.2020,20_14,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
30.03.2020,20_14,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
30.03.2020,20_14,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
31.03.2020,20_14,1,Овсянка,85,13,6,63,9,0,360,"11,05","5,1","53,55","7,65",0,306
31.03.2020,20_14,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
31.03.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
31.03.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
31.03.2020,20_14,1,булгур вар,300,5,1,25,7,"0,16",122,15,3,75,21,"0,48",366
31.03.2020,20_14,1,макароны вар,300,5,1,27,,,133,15,3,81,0,0,399
31.03.2020,20_14,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
31.03.2020,20_14,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
31.03.2020,20_14,1,масло льняное,12,0,"99,8",0,0,0,898,0,"11,976",0,0,0,"107,76"
31.03.2020,20_14,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
31.03.2020,20_14,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
31.03.2020,20_14,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
31.03.2020,20_14,1,чернослив,40,"2,2","0,4",64,,,240,"0,88","0,16","25,6",0,0,96
01.04.2020,20_14,1,Овсянка,85,13,6,63,9,0,360,"11,05","5,1","53,55","7,65",0,306
01.04.2020,20_14,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
01.04.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
01.04.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
01.04.2020,20_14,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
01.04.2020,20_14,1,говядина,360,"25,8","16,8",0,0,0,254,"92,88","60,48",0,0,0,"914,4"
01.04.2020,20_14,1,масло льняное,12,0,"99,8",0,0,0,898,0,"11,976",0,0,0,"107,76"
01.04.2020,20_14,1,апельсин,160,"0,9","0,1",12,3,9,47,"1,44","0,16","19,2","4,8","14,4","75,2"
01.04.2020,20_14,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
01.04.2020,20_14,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
01.04.2020,20_14,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
01.04.2020,20_14,1,Президент 76,20,"7,4","47,5","35,5",,,599,"1,48","9,5","7,1",0,0,"119,8"
02.04.2020,20_14,1,Овсянка,85,13,6,63,9,0,360,"11,05","5,1","53,55","7,65",0,306
02.04.2020,20_14,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
02.04.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
02.04.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
02.04.2020,20_14,1,перловка вар,650,"3,1","0,4",22,"5,1","0,26",120,"20,15","2,6",143,"33,15","1,69",780
02.04.2020,20_14,1,грудка,220,31,"3,6",0,0,0,165,"68,2","7,92",0,0,0,363
02.04.2020,20_14,1,Яйцо белок,160,"11,1",0,1,0,0,46,"17,76",0,"1,6",0,0,"73,6"
02.04.2020,20_14,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
02.04.2020,20_14,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
02.04.2020,20_14,1,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
02.04.2020,20_14,1,гранат,100,"1,7","1,2",19,2,"8,74",83,"1,7","1,2",19,2,"8,74",83
02.04.2020,20_14,1,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
02.04.2020,20_14,1,морковь,120,"0,9","0,2",10,"2,8","4,53",41,"1,08","0,24",12,"3,36","5,436","49,2"
02.04.2020,20_14,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
03.04.2020,20_14,1,Овсянка,85,13,6,63,9,0,360,"11,05","5,1","53,55","7,65",0,306
03.04.2020,20_14,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
03.04.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
03.04.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
